day,S,E,I,R
2228,3795,230,625,15350
2229,3804,233,639,15324
2230,3810,224,648,15318
2231,3826,227,638,15309
2232,3842,233,648,15277
2233,3840,230,646,15284
2234,3845,235,647,15273
2235,3842,237,648,15273
2236,3835,254,641,15270
2237,3851,237,655,15257
2238,3854,219,677,15250
2239,3841,227,673,15259
2240,3838,232,670,15260
2241,3843,225,674,15258
2242,3823,250,671,15256
2243,3783,264,676,15277
2244,3769,256,664,15311
2245,3769,245,693,15293
2246,3775,241,694,15290
2247,3764,241,692,15303
2248,3793,221,677,15309
2249,3812,235,665,15288
2250,3815,246,673,15266
2251,3792,277,663,15268
2252,3790,254,689,15267
2253,3766,254,705,15275
2254,3776,270,687,15267
2255,3767,272,686,15275
2256,3767,255,716,15262
2257,3746,246,745,15263
2258,3749,242,756,15253
2259,3757,234,749,15260
2260,3754,237,739,15270
2261,3733,250,735,15282
2262,3719,235,747,15299
2263,3732,246,752,15270
2264,3724,262,752,15262
2265,3717,274,736,15273
2266,3698,282,733,15287
2267,3683,268,756,15293
2268,3699,254,760,15287
2269,3698,278,753,15271
2270,3695,266,764,15275
2271,3681,266,771,15282
2272,3683,276,780,15261
2273,3660,292,777,15271
2274,3643,276,788,15293
2275,3650,270,794,15286
2276,3669,257,791,15283
2277,3635,253,782,15330
2278,3593,273,785,15349
2279,3572,271,804,15353
2280,3557,285,806,15352
2281,3563,249,847,15341
2282,3538,267,822,15373
2283,3554,274,800,15372
2284,3550,277,791,15382
2285,3539,282,792,15387
2286,3535,268,805,15392
2287,3527,247,828,15398
2288,3505,261,815,15419
2289,3468,259,836,15437
2290,3473,260,812,15455
2291,3470,250,801,15479
2292,3479,241,780,15500
2293,3458,247,779,15516
2294,3476,248,776,15500
2295,3463,258,775,15504
2296,3443,253,776,15528
2297,3441,257,785,15517
2298,3416,272,782,15530
2299,3416,271,773,15540
2300,3423,252,778,15547
2301,3417,247,761,15575
2302,3424,259,742,15575
2303,3420,269,751,15560
2304,3435,256,746,15563
2305,3439,264,734,15563
2306,3477,232,749,15542
2307,3497,232,721,15550
2308,3507,244,702,15547
2309,3511,259,701,15529
2310,3501,251,697,15551
2311,3498,265,686,15551
2312,3524,261,681,15534
2313,3516,260,700,15524
2314,3527,238,721,15514
2315,3542,222,749,15487
2316,3543,229,748,15480
2317,3555,216,753,15476
2318,3569,212,730,15489
2319,3585,225,720,15470
2320,3583,229,720,15468
2321,3607,226,720,15447
2322,3647,211,713,15429
2323,3652,214,705,15429
2324,3655,221,706,15418
2325,3663,226,702,15409
2326,3633,237,688,15442
2327,3664,238,686,15412
2328,3674,241,691,15394
2329,3667,250,692,15391
2330,3667,262,676,15395
2331,3661,245,695,15399
2332,3645,238,695,15422
2333,3619,261,700,15420
2334,3607,254,692,15447
2335,3632,237,695,15436
2336,3626,244,685,15445
2337,3633,259,687,15421
2338,3601,245,706,15448
2339,3601,251,706,15442
2340,3594,263,710,15433
2341,3579,260,706,15455
2342,3613,241,708,15438
2343,3633,233,701,15433
2344,3669,233,701,15397
2345,3689,236,695,15380
2346,3700,231,709,15360
2347,3699,242,701,15358
2348,3678,241,719,15362
2349,3702,250,708,15340
2350,3703,251,694,15352
2351,3731,234,718,15317
2352,3742,251,692,15315
2353,3734,252,707,15307
2354,3757,228,699,15316
2355,3740,234,701,15325
2356,3734,227,712,15327
2357,3725,229,723,15323
2358,3712,256,714,15318
2359,3696,248,730,15326
2360,3678,235,753,15334
2361,3652,257,746,15345
2362,3651,253,761,15335
2363,3658,259,750,15333
2364,3631,262,732,15375
2365,3622,261,750,15367
2366,3626,247,748,15379
2367,3621,235,771,15373
2368,3629,241,750,15380
2369,3626,259,728,15387
2370,3620,261,720,15399
2371,3607,267,732,15394
2372,3610,250,759,15381
2373,3623,271,744,15362
2374,3634,245,755,15366
2375,3643,243,757,15357
2376,3634,266,722,15378
2377,3626,267,735,15372
2378,3623,278,737,15362
2379,3616,280,752,15352
2380,3600,274,764,15362
2381,3600,263,744,15393
2382,3602,269,741,15388
2383,3594,266,751,15389
2384,3579,283,752,15386
2385,3580,268,773,15379
2386,3578,270,771,15381
2387,3572,256,767,15405
2388,3576,248,784,15392
2389,3569,250,771,15410
2390,3560,253,778,15409
2391,3556,256,783,15405
2392,3543,261,773,15423
2393,3550,253,770,15427
2394,3551,265,755,15429
2395,3533,263,748,15456
2396,3536,261,742,15461
2397,3552,258,723,15467
2398,3569,253,718,15460
2399,3547,240,743,15470
2400,3555,243,738,15464
2401,3564,227,755,15454
2402,3559,232,735,15474
2403,3570,242,723,15465
2404,3574,230,750,15446
2405,3582,241,734,15443
2406,3577,248,727,15448
2407,3570,247,736,15447
2408,3556,248,723,15473
2409,3588,239,711,15462
2410,3581,269,696,15454
2411,3594,256,718,15432
2412,3623,245,708,15424
2413,3622,243,711,15424
2414,3629,242,713,15416
2415,3632,245,720,15403
2416,3630,257,711,15402
2417,3621,250,725,15404
2418,3636,253,731,15380
2419,3625,254,722,15399
2420,3620,251,717,15412
2421,3622,244,741,15393
2422,3622,234,728,15416
2423,3616,234,728,15422
2424,3616,241,718,15425
2425,3639,231,727,15403
2426,3626,222,735,15417
2427,3627,242,719,15412
2428,3636,233,709,15422
2429,3629,241,692,15438
2430,3660,250,672,15418
2431,3662,245,691,15402
2432,3657,259,722,15362
2433,3642,258,754,15346
2434,3656,228,783,15333
2435,3632,262,767,15339
2436,3611,276,774,15339
2437,3582,288,763,15367
2438,3582,272,764,15382
2439,3567,272,771,15390
2440,3550,271,793,15386
2441,3544,270,772,15414
2442,3538,269,780,15413
2443,3537,266,780,15417
2444,3551,264,772,15413
2445,3559,237,805,15399
2446,3547,245,804,15404
2447,3518,259,773,15450
2448,3518,265,754,15463
2449,3499,258,763,15480
2450,3476,273,757,15494
2451,3494,261,771,15474
2452,3497,268,752,15483
2453,3514,259,763,15464
2454,3530,240,762,15468
2455,3527,227,784,15462
2456,3481,258,761,15500
2457,3478,250,759,15513
2458,3468,268,731,15533
2459,3446,265,740,15549
2460,3461,240,747,15552
2461,3477,236,734,15553
2462,3504,238,719,15539
2463,3504,232,708,15556
2464,3509,245,695,15551
2465,3500,243,713,15544
2466,3506,253,703,15538
2467,3515,250,686,15549
2468,3495,243,682,15580
2469,3506,252,667,15575
2470,3524,227,684,15565
2471,3524,237,675,15564
2472,3562,202,688,15548
2473,3575,205,697,15523
2474,3595,223,676,15506
2475,3620,222,675,15483
2476,3634,232,675,15459
2477,3644,238,664,15454
2478,3659,243,673,15425
2479,3666,241,687,15406
2480,3643,257,679,15421
2481,3633,243,702,15422
2482,3635,230,725,15410
2483,3611,249,700,15440
2484,3585,259,735,15421
2485,3584,254,749,15413
2486,3570,252,748,15430
2487,3578,241,750,15431
2488,3586,240,744,15430
2489,3581,264,736,15419
2490,3586,248,745,15421
2491,3598,250,750,15402
2492,3595,242,753,15410
2493,3567,272,733,15428
2494,3572,269,721,15438
2495,3584,268,736,15412
2496,3591,260,736,15413
2497,3582,256,735,15427
2498,3596,245,745,15414
2499,3599,241,721,15439
2500,3599,241,716,15444
